run_id,condition_id,condition_name,model,model_label,realized_return_pct
gemini_technical_025_20260428T201916755050,2,technical,gemini/gemini-2.5-pro,gemini,23.158516639100004
gemini_fundamental_013_20260428T201935576617,1,fundamental,gemini/gemini-2.5-pro,gemini,44.734271218399996
gemini_combined_014_20260428T201951321365,3,combined,gemini/gemini-2.5-pro,gemini,31.885420463999996
gemini_control_020_20260428T202005931482,0,control,gemini/gemini-2.5-pro,gemini,40.90592960189999
gemini_control_000_20260428T202018467594,0,control,gemini/gemini-2.5-pro,gemini,41.16065410979999
gemini_combined_025_20260428T202032077170,3,combined,gemini/gemini-2.5-pro,gemini,30.904787963199993
gemini_combined_015_20260428T202045412475,3,combined,gemini/gemini-2.5-pro,gemini,32.9755
gemini_fundamental_027_20260428T202059734008,1,fundamental,gemini/gemini-2.5-pro,gemini,45.449898321
gemini_combined_023_20260428T202113131752,3,combined,gemini/gemini-2.5-pro,gemini,33.60878296759999
gemini_fundamental_023_20260428T202125659152,1,fundamental,gemini/gemini-2.5-pro,gemini,44.3811640289
gemini_combined_017_20260428T202138445011,3,combined,gemini/gemini-2.5-pro,gemini,32.06600145789999
gemini_technical_029_20260428T202150623757,2,technical,gemini/gemini-2.5-pro,gemini,20.652331183
gemini_technical_023_20260428T202214499786,2,technical,gemini/gemini-2.5-pro,gemini,23.868475518999997
gemini_combined_001_20260428T202236123046,3,combined,gemini/gemini-2.5-pro,gemini,35.3528499293
gemini_control_025_20260428T202250401350,0,control,gemini/gemini-2.5-pro,gemini,39.9901032969
gemini_technical_011_20260428T202303939133,2,technical,gemini/gemini-2.5-pro,gemini,19.824120384800004
gemini_combined_012_20260428T202317615083,3,combined,gemini/gemini-2.5-pro,gemini,32.58474860449999
gemini_technical_017_20260428T202329234466,2,technical,gemini/gemini-2.5-pro,gemini,25.0522672939
gemini_technical_004_20260428T202347364119,2,technical,gemini/gemini-2.5-pro,gemini,21.7848879958
gemini_control_029_20260428T202401123439,0,control,gemini/gemini-2.5-pro,gemini,39.81675
gemini_control_027_20260428T202414906323,0,control,gemini/gemini-2.5-pro,gemini,40.987194526799996
gemini_combined_016_20260428T202429345074,3,combined,gemini/gemini-2.5-pro,gemini,31.613788898
gemini_combined_027_20260428T202442165148,3,combined,gemini/gemini-2.5-pro,gemini,31.2123785313
gemini_control_004_20260428T202455978892,0,control,gemini/gemini-2.5-pro,gemini,40.9014576022
gemini_fundamental_024_20260428T202508466784,1,fundamental,gemini/gemini-2.5-pro,gemini,48.869145957399994
gemini_technical_015_20260428T202522698749,2,technical,gemini/gemini-2.5-pro,gemini,23.0645557437
gemini_control_011_20260428T202535601270,0,control,gemini/gemini-2.5-pro,gemini,38.3887
gemini_technical_009_20260428T202547887365,2,technical,gemini/gemini-2.5-pro,gemini,23.5501147352
gemini_combined_021_20260428T202601813511,3,combined,gemini/gemini-2.5-pro,gemini,30.4305248266
gemini_technical_026_20260428T202617270254,2,technical,gemini/gemini-2.5-pro,gemini,21.6029298825
gemini_control_013_20260428T202629659771,0,control,gemini/gemini-2.5-pro,gemini,40.841503734
gemini_combined_026_20260428T202642769897,3,combined,gemini/gemini-2.5-pro,gemini,29.6021167624
gemini_control_017_20260428T202655780129,0,control,gemini/gemini-2.5-pro,gemini,40.2694981266
gemini_control_028_20260428T202708681504,0,control,gemini/gemini-2.5-pro,gemini,40.2402997762
gemini_fundamental_001_20260428T202721373680,1,fundamental,gemini/gemini-2.5-pro,gemini,46.405879916
gemini_fundamental_005_20260428T202735203700,1,fundamental,gemini/gemini-2.5-pro,gemini,43.841609999999996
gemini_combined_004_20260428T202748185403,3,combined,gemini/gemini-2.5-pro,gemini,35.0578308499
gemini_control_003_20260428T202802853259,0,control,gemini/gemini-2.5-pro,gemini,40.7538
gemini_control_014_20260428T202816568247,0,control,gemini/gemini-2.5-pro,gemini,38.35351171
gemini_technical_021_20260428T202833056911,2,technical,gemini/gemini-2.5-pro,gemini,20.5391956844
