run_id,condition_id,condition_name,model,model_label,hhi,sector_hhi,portfolio_beta,portfolio_vol,return_12m,breadth,sector_Consumer Goods,sector_Energy,sector_Financials,sector_Healthcare,sector_Industrials,sector_Technology
claude_combined_007_20260427T230807799925,3,combined,claude-sonnet-4-6,claude,0.06920175695925186,0.2195995769219715,0.9554711248999999,31.222825464099998,13.802506875899999,20,17.162471999999998,5.392498,18.634963,17.152523,7.352501999999999,34.305045
claude_fundamental_021_20260427T230826910416,1,fundamental,claude-sonnet-4-6,claude,0.09468772470468789,0.2837494113709267,1.1609390823,35.20935458339999,15.362117058099999,20,12.621262,3.270327,12.611261,15.421541999999999,9.350935,46.724672
claude_technical_008_20260427T230845074799,2,technical,claude-sonnet-4-6,claude,0.0899142244573221,0.1963504740138975,0.7200089919,27.667188004500005,16.068665972700003,20,25.867413,3.9796020000000003,22.887711,17.908209,15.918408000000001,13.438655999999998
claude_control_008_20260427T230901140659,0,control,claude-sonnet-4-6,claude,0.05669999999999999,0.1981,0.9156000000000001,31.00625,11.42375,20,15.000000000000002,7.500000000000001,15.5,18.5,12.5,31.0
claude_technical_001_20260427T230905966124,2,technical,claude-sonnet-4-6,claude,0.0719395414848361,0.18511041646073748,0.7940359881000001,28.949565791500003,15.4912217838,20,18.128537,5.699273000000001,23.837913999999998,18.654000999999997,18.654002,15.026274
claude_combined_008_20260427T230924602360,3,combined,claude-sonnet-4-6,claude,0.0591464667155182,0.19079776836331142,0.9138647108000001,30.844201792199996,13.9011147434,20,15.981506000000001,6.191578,18.56468,18.554629,13.398332000000002,27.309276999999998
claude_combined_018_20260427T230945694260,3,combined,claude-sonnet-4-6,claude,0.0691491298505984,0.22127203604961782,0.96350301,31.1740927644,13.8675447071,20,18.263474,5.788424,19.261477,15.369263,6.786428,34.530938
claude_control_007_20260427T231007507813,0,control,claude-sonnet-4-6,claude,0.05669048916997062,0.19855559721572702,0.9165326796999999,31.052060778,11.366683368199999,20,15.075377000000001,7.537689,15.075376999999998,18.592965,12.562814999999999,31.155779
claude_control_001_20260427T231012209671,0,control,claude-sonnet-4-6,claude,0.05669048916997062,0.19855559721572702,0.9165326796999999,31.052060778,11.366683368199999,20,15.075377000000001,7.537689,15.075376999999998,18.592965,12.562814999999999,31.155779
claude_technical_018_20260427T231017234330,2,technical,claude-sonnet-4-6,claude,0.10268601001274401,0.2020880336721892,0.7135643823,27.659208636400002,17.2535148503,20,25.247525,2.970298,24.752475,18.811881,16.336634,11.881189000000001
claude_technical_010_20260427T231032800361,2,technical,claude-sonnet-4-6,claude,0.06075663449706711,0.17940617602577172,0.7889890576000002,28.75584203,14.1250885223,20,18.258707,6.985075,21.522388,18.825871000000003,18.278607,16.129353000000002
claude_control_026_20260427T231051540800,0,control,claude-sonnet-4-6,claude,0.05704401590969942,0.198858620092422,0.9141206172999999,30.9596988886,11.4394975019,20,15.075377000000001,7.537689,15.57789,18.592965,12.060302,31.155779
claude_technical_020_20260427T231056761748,2,technical,claude-sonnet-4-6,claude,0.0739957,0.18557875999999998,0.765465,28.482917,14.752496,20,20.0,5.13,22.56,19.49,17.43,15.389999999999999
claude_control_021_20260427T231111816224,0,control,claude-sonnet-4-6,claude,0.05669048916997062,0.19855559721572702,0.9165326796999999,31.052060778,11.366683368199999,20,15.075377000000001,7.537689,15.075376999999998,18.592965,12.562814999999999,31.155779
claude_fundamental_022_20260427T231116785873,1,fundamental,claude-sonnet-4-6,claude,0.09932151979754991,0.2862735151071939,1.1760820171,35.50211424199999,15.1619964557,20,14.084224,4.694742,14.618175,14.608101000000001,5.218618,46.776143000000005
claude_fundamental_011_20260427T231133866661,1,fundamental,claude-sonnet-4-6,claude,0.10185000000000005,0.3128,1.17355,35.376400000000004,15.042850000000001,20,13.0,3.0,13.0,16.0,5.0,50.0
claude_fundamental_020_20260427T231146730981,1,fundamental,claude-sonnet-4-6,claude,0.093982826946858,0.2979876861290564,1.1672637088,35.146368764900004,14.7161694332,20,14.427861,5.472637000000001,12.935324000000001,12.935323000000002,5.472637000000001,48.75622
claude_technical_006_20260427T231159021691,2,technical,claude-sonnet-4-6,claude,0.0707060697243685,0.1857601199241183,0.8081983554000001,29.162995750399997,15.651810186899999,20,19.192122,4.541801,22.226688,18.177252000000003,18.689711,17.172427000000003
claude_fundamental_009_20260427T231214994740,1,fundamental,claude-sonnet-4-6,claude,0.0907403088967611,0.27747179337784056,1.1530335760000003,34.68622882310001,14.645739883900001,20,14.287168,4.460285,16.079429,13.391037,6.242361,45.539715
